,HD,HA,logP,MW,sum,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
3391,0,0,0,0,0,active,CHEMBL2407343,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCC(=O)N1)CC1(CCC1)O2,476.661,3,4,4.7898,6.602059991
3392,0,0,1,0,1,active,CHEMBL2407494,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1,610.677,3,6,4.6008,6.677780705
3393,0,0,0,0,0,active,CHEMBL2151149,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,422.569,3,4,3.6932,6.431798276
3394,0,0,1,0,1,active,CHEMBL2407492,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,584.761,3,7,4.5162,8.568636236
3395,0,0,1,0,1,active,CHEMBL2407491,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,598.788,3,7,4.9063,8.013228266
3396,0,0,1,0,1,active,CHEMBL2407488,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,555.719,3,6,4.4851,8.602059991
3397,0,0,0,1,1,active,CHEMBL2407344,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCC(=O)N1)CC1(CCC1)O2,490.688,3,4,5.1799,7.769551079
3398,0,0,1,0,1,active,CHEMBL2407494,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1,610.677,3,6,4.6008,7.119186408
3399,0,0,0,0,0,active,CHEMBL2151149,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,422.569,3,4,3.6932,6.958607315
3400,0,0,1,0,1,inactive,CHEMBL2407493,O=C1CCCCOc2cc(F)cc(c2)C[C@@H]([C@H](O)CNCc2cccc(C(F)(F)F)c2)NC(=O)CN1,511.516,4,5,2.7014,4.301029996
3401,0,0,0,0,0,active,CHEMBL2407343,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCC(=O)N1)CC1(CCC1)O2,476.661,3,4,4.7898,6.920818754
3402,0,0,0,0,0,active,CHEMBL2408785,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,415.512,1,4,4.671,6.588380294
3404,0,0,0,0,0,active,CHEMBL2408786,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,415.512,1,4,4.671,7.744727495
3405,0,0,0,0,0,active,CHEMBL2408785,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,415.512,1,4,4.671,8.958607315
3406,0,0,0,0,0,active,CHEMBL2408784,CC1(C)Cc2ccc(-c3cncnc3)cc2C12C=C(F)C(N)=N2,308.36,1,4,3.1454,6.774690718
3407,0,0,0,0,0,active,CHEMBL2408787,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncnc3)cc1C21C=C(F)C(N)=N1,378.451,1,5,3.6946,8.958607315
3408,0,0,1,0,1,active,CHEMBL2408787,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncnc3)cc1C21C=C(F)C(N)=N1,378.451,1,5,3.6946,7.657577319
3409,0,0,0,0,0,inactive,CHEMBL2408754,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC2(COC2)Oc2ccc(CC(C)(C)C)cc21,502.602,3,5,3.8439,4.566950588
3410,0,0,0,0,0,inactive,CHEMBL2408738,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1COCc2ccc(CC(C)(C)C)cc21,460.565,3,4,3.8226,4.705533774
3414,0,0,0,0,0,active,CHEMBL2408749,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC3CCOC3)cc21,476.52,3,6,2.654,6.066512712
3415,0,0,0,0,0,active,CHEMBL2408759,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(OC(C)(C)C)cc21,490.591,3,5,4.4422,6.161150909
3416,0,0,0,0,0,active,CHEMBL2408736,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCN(C)c2ccc(CC(C)(C)C)cc21,473.608,3,4,4.1323,6.191789027
3417,0,0,0,0,0,active,CHEMBL2408763,CCCCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CCC2,444.566,3,3,4.3827,6.241088108
3418,0,0,0,0,0,active,CHEMBL2408762,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CCC2,416.512,3,3,3.6025,6.269217724
3419,0,0,0,0,0,active,CHEMBL2408746,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC(C)C)cc21,448.51,3,5,3.2735,6.382999659
3420,0,0,0,0,0,active,CHEMBL2408765,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(C(C)(C)C)cc21,444.566,3,3,4.3376,6.4225082
3421,0,0,0,0,0,active,CHEMBL2408747,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC3CCCC3)cc21,474.548,3,5,3.8077,6.655607726
3422,0,0,0,0,0,active,CHEMBL2408743,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(F)F)cc21,468.491,3,4,3.684,6.730487056
3423,0,0,0,0,0,active,CHEMBL2408742,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)F)cc21,464.528,3,4,3.7769,6.829738285
3424,0,0,0,0,0,active,CHEMBL2408740,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CS(=O)(=O)Cc2ccc(C(C)C)cc21,480.577,3,5,2.7556,6.896196279
3425,0,0,0,0,0,active,CHEMBL2408739,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CS(=O)(=O)C2,466.55,3,5,2.1946,6.935542011
3426,0,0,1,0,1,active,CHEMBL2408764,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(CC(C)C)cc21,444.566,3,3,4.2386,7.031517051
3427,0,0,0,0,0,active,CHEMBL2408758,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(OC(F)(F)F)cc21,502.48,3,5,4.1635,7.050609993
3428,0,0,0,0,0,active,CHEMBL2408744,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)C#N)cc21,471.548,3,5,3.57858,7.22184875
3429,0,0,0,0,0,active,CHEMBL2408737,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)C)cc21,460.565,3,4,4.0749,7.337242168
3430,0,0,1,0,1,active,CHEMBL2408760,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(CC(C)(C)C)cc21,458.593,3,3,4.6287,7.346787486
3431,0,0,0,0,0,active,CHEMBL2408741,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CS(=O)(=O)Cc2ccc(CC(C)(C)C)cc21,508.631,3,5,3.2208,7.37675071
3432,0,0,0,0,0,active,CHEMBL2408752,CCC[C@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,516.673,3,4,5.6337,7.823908741
3433,0,0,1,0,1,active,CHEMBL2408756,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(F)F)cc21,496.545,3,4,4.4626,8.045757491
3434,0,0,0,0,0,active,CHEMBL2408753,COC[C@@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,518.645,3,5,4.48,8.045757491
3435,0,0,0,0,0,active,CHEMBL2408750,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(C)C)cc21,488.619,3,4,4.8535,8.096910013
3436,0,0,1,0,1,active,CHEMBL2408751,CCC[C@@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,516.673,3,4,5.6337,8.22184875
3437,0,0,1,0,1,active,CHEMBL2048047,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,600.597,3,6,4.6838,7.259637311
3438,0,0,1,0,1,active,CHEMBL2048047,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,600.597,3,6,4.6838,8.698970004
3439,0,0,1,0,1,active,CHEMBL2425607,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F,561.642,3,7,3.4968,6.374687549
3440,0,0,1,0,1,active,CHEMBL2425606,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,565.63,3,8,3.3809,6.116906641
3441,0,0,1,0,1,active,CHEMBL2425605,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,564.646,3,8,3.0469,6.906578315
3442,0,0,1,0,1,active,CHEMBL2425604,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,588.542,3,7,3.7029,6.417936637
3443,0,0,1,0,1,active,CHEMBL2425603,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,562.626,3,7,3.5915,7.124938737
3444,0,0,1,0,1,active,CHEMBL2425602,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,562.626,4,7,3.0317,6.899629455
3445,0,0,1,0,1,active,CHEMBL2425601,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)CO)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,576.653,4,7,3.0742,6.872895202
3446,0,0,1,0,1,active,CHEMBL2425600,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,578.644,3,6,4.2409,7.420216403
3447,0,0,1,0,1,active,CHEMBL2425599,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](N[C@H](C)c3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,574.681,3,6,4.6628,7.494850022
3448,0,0,1,0,1,active,CHEMBL2425598,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)C)c1,548.6392036,3,6,3.9277,7.508638306
3449,0,0,1,0,1,active,CHEMBL2425618,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,546.627,3,6,3.9277,7.356547324
3450,0,0,0,0,0,active,CHEMBL2425617,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,562.6662036,3,6,4.1018,7.920818754
3452,0,0,1,0,1,active,CHEMBL2425613,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(O[C@H](CO)C(F)(F)F)c3)[C@@H]2O)c1,546.627,4,6,3.4477,7.677780705
3453,0,0,1,0,1,active,CHEMBL2425612,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,560.654,3,6,4.1018,8
3454,0,0,0,0,0,active,CHEMBL2425611,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1,516.601,3,5,4.0868,7.207608311
3455,0,0,1,0,1,active,CHEMBL2425608,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,584.598,3,5,5.0177,7.853871964
3456,0,0,1,0,1,active,CHEMBL2425607,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F,561.642,3,7,3.4968,6.645891561
3457,0,0,1,0,1,active,CHEMBL2425606,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,565.63,3,8,3.3809,7.721246399
3458,0,0,1,0,1,active,CHEMBL2425605,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,564.646,3,8,3.0469,7.677780705
3459,0,0,1,0,1,active,CHEMBL2425604,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,588.542,3,7,3.7029,6.673664139
3460,0,0,1,0,1,active,CHEMBL2425603,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,562.626,3,7,3.5915,7.096910013
3461,0,0,1,0,1,active,CHEMBL2425602,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,562.626,4,7,3.0317,7.886056648
3462,0,0,1,0,1,active,CHEMBL2425601,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)CO)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,576.653,4,7,3.0742,7.920818754
3463,0,0,1,0,1,active,CHEMBL2425600,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,578.644,3,6,4.2409,8
3464,0,0,1,0,1,active,CHEMBL2425599,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](N[C@H](C)c3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,574.681,3,6,4.6628,8
3465,0,0,1,0,1,active,CHEMBL2425598,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)C)c1,548.6392036,3,6,3.9277,7.795880017
3466,0,0,1,0,1,active,CHEMBL2425618,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,546.627,3,6,3.9277,7.744727495
3467,0,0,0,0,0,active,CHEMBL2425617,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,562.6662036,3,6,4.1018,8.397940009
3468,0,0,0,0,0,inactive,CHEMBL2425615,COC[C@@H](Oc1cc(C[C@@H]2C[S+]([O-])C[C@H](N)[C@H]2O)cc(F)c1N)C(F)(F)F,414.421,3,6,0.9732,3.823908741
3469,0,0,1,0,1,active,CHEMBL2425614,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(O)c(N)c(F)c3)[C@@H]2O)c1,434.577,4,5,2.8513,6.27572413
3470,0,0,1,0,1,active,CHEMBL2425613,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(O[C@H](CO)C(F)(F)F)c3)[C@@H]2O)c1,546.627,4,6,3.4477,8.15490196
3471,0,0,1,0,1,active,CHEMBL2425612,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,560.654,3,6,4.1018,8.397940009
3472,0,0,0,0,0,active,CHEMBL2425611,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1,516.601,3,5,4.0868,8.096910013
3473,0,0,1,0,1,active,CHEMBL2425608,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,584.598,3,5,5.0177,8.698970004
3474,0,0,0,0,0,inactive,CHEMBL2425616,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCCCOC(C)(C)C)[C@H]2O)cc(F)c1N)C(F)(F)F,528.609,3,7,2.8093,5
3475,0,0,0,0,0,active,CHEMBL2437435,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1.O=C(O)C(F)(F)F,465.472,2,5,3.8636,6.795880017
3479,0,0,0,0,0,inactive,CHEMBL2437439,CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2cccc(-c3cccnc3)c2)N=C1N.O=C(O)C(F)(F)F,448.445,2,5,3.4209,4.928117993
3482,0,0,0,0,0,inactive,CHEMBL2434994,CC(=O)Nc1cccc(-c2cccc([C@@H]3C[C@H]3[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1.O=C(O)C(F)(F)F,504.509,3,5,3.9843,4.779891912
3483,0,0,1,0,1,inactive,CHEMBL2437440,CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2cccc(-c3cccc(CO)c3)c2)N=C1N.O=C(O)C(F)(F)F,477.483,3,5,3.5182,4.681936665
3485,0,0,0,0,0,inactive,CHEMBL2437445,COc1ccc(-c2cccc([C@@H]3C[C@H]3[C@]3(C)CC(=O)N(C)C(N)=N3)c2)cc1.O=C(O)C(F)(F)F,477.483,2,5,4.0345,4.632644079
3489,0,0,0,0,0,inactive,CHEMBL2437448,CN1C(=O)C[C@@](C)([C@@H]2C[C@@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.698970004
3490,0,0,0,0,0,inactive,CHEMBL2437447,CN1C(=O)C[C@](C)([C@H]2C[C@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.698970004
3491,0,0,0,0,0,inactive,CHEMBL2437451,CN1C(=O)C[C@](C)([C@@H]2C[C@@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.698970004
3492,0,0,0,0,0,inactive,CHEMBL2437450,CN1C(=O)C[C@@](C)([C@H]2C[C@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.698970004
3493,0,0,0,0,0,inactive,CHEMBL2437449,CN1C(=O)C[C@@](C)([C@H]2C[C@@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.879426069
3494,0,0,0,0,0,inactive,CHEMBL2437456,CN1C(=O)C[C@](C)([C@@H]2C[C@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.698970004
3495,0,0,0,0,0,inactive,CHEMBL2437455,CN1C(=O)C[C@](C)([C@H]2C[C@@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,3.698970004
3496,0,0,0,0,0,inactive,CHEMBL2437454,CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2ccccc2)N=C1N.O=C(O)C(F)(F)F,371.359,2,4,2.3589,4.744727495
3497,0,0,0,0,0,inactive,CHEMBL2437452,CN1C(=O)C[C@@](C)(CCc2ccccc2)N=C1N.O=C(O)C(F)(F)F,359.348,2,4,2.188,4.382999659
3498,0,0,1,0,1,inactive,CHEMBL2437453,CN1C(=O)C[C@](C)(CCc2ccccc2)N=C1N.O=C(O)C(F)(F)F,359.348,2,4,2.188,3.698970004
3499,0,0,1,0,1,active,CHEMBL2442231,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C(=O)Nc2nnc(Br)s2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,715.652,4,9,3.5281,7.585026652
3500,0,0,0,0,0,active,CHEMBL403268,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N[C@H](C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)c1,658.821,4,7,4.0738,9.397940009
3503,0,0,0,1,1,active,CHEMBL2443369,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](C)CN[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,877.994,12,12,-2.1451,8.522878745
3504,0,0,0,1,1,inactive,CHEMBL3086246,CC(C)(C)OC(=O)N(Cc1ccccc1)C[C@@H](O)c1cccc(NC(=O)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)c1,609.723,3,6,6.7635,4
3505,0,0,0,1,1,inactive,CHEMBL3086246,CC(C)(C)OC(=O)N(Cc1ccccc1)C[C@@H](O)c1cccc(NC(=O)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)c1,609.723,3,6,6.7635,5
3507,0,0,0,1,1,inactive,CHEMBL3086242,CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccccc3)c(C=O)c2NC(=O)[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc2)CC1,736.869,2,7,8.4417,4.829738285
3508,0,0,1,0,1,inactive,CHEMBL3086238,CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccccc3)c3c2NC(=O)[C@H](c2ccccc2)N=C3)CC1,496.611,1,5,5.523,4.89279003
3509,0,0,1,0,1,active,CHEMBL3105743,[N-]=[N+]=Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)Nc2cccc(-c3nn[nH]n3)c2)nc(C(=O)N2COC[C@@H]2c2ccccc2)c1,659.667,4,10,3.7154,7.102372909
3510,0,0,1,0,1,active,CHEMBL3105741,CSc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)Nc2cccc(-c3nn[nH]n3)c2)nc(C(=O)N2COC[C@@H]2c2ccccc2)c1,664.748,4,10,3.4955,7.050609993
3511,0,0,0,0,0,active,CHEMBL3105738,COc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)Nc2cccc(-c3nn[nH]n3)c2)nc(C(=O)N2COC[C@@H]2c2ccccc2)c1,648.68,4,10,2.7822,6.821023053
3512,0,0,0,0,0,inactive,CHEMBL3103055,O=C(/C=C(O)/C=C/c1c[nH]c2ccccc12)/C=C/c1ccc(O)c(O)c1,347.37,4,4,4.3167,3.346787486
3513,0,0,0,0,0,inactive,CHEMBL3103052,O=C(/C=C(O)/C=C/c1ccccc1O)/C=C/c1ccc(O)c(O)c1,324.332,4,5,3.541,3.602059991
3514,0,0,0,0,0,inactive,CHEMBL3103051,COc1ccccc1/C=C/C(O)=C/C(=O)/C=C/c1ccc(O)c(O)c1,338.359,3,5,3.844,3
3515,0,0,0,0,0,inactive,CHEMBL3103049,O=C(/C=C(O)/C=C/c1cccc([N+](=O)[O-])c1)/C=C/c1ccc(O)c(O)c1,353.33,3,6,3.7436,3
3516,0,0,0,0,0,inactive,CHEMBL129964,O=C(/C=C(O)/C=C/c1ccc(O)c(O)c1)/C=C/c1ccc(O)c(O)c1,340.331,5,6,3.2466,3
3517,0,0,0,0,0,inactive,CHEMBL179512,COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(O)cc2)ccc1O,338.359,3,5,3.844,3
3518,0,0,0,0,0,active,CHEMBL3127069,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1C[C@H]1CCOC[C@@H]12,380.423,1,5,2.0785,8.795880017
3519,0,0,0,0,0,active,CHEMBL3127069,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1C[C@H]1CCOC[C@@H]12,380.423,1,5,2.0785,7.795880017
3520,0,0,0,0,0,active,CHEMBL3127070,COc1cccc(-c2ccc3c(c2)[C@@]2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,365.433,1,5,2.9053,7.167491087
3522,0,0,0,0,0,active,CHEMBL3127096,NC1=N[C@@]2(CO1)c1cc(-c3cncnc3)ccc1O[C@@H]1CCOC[C@H]12,338.367,1,7,1.4813,6.026872146
3523,0,0,0,0,0,active,CHEMBL3127093,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,355.369,1,6,2.2254,6.173925197
3524,0,0,0,0,0,active,CHEMBL3127095,NC1=N[C@@]2(CO1)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@H]12,338.367,1,7,1.4813,6.187086643
3525,0,0,0,0,0,active,CHEMBL3127085,CN1C(=O)[C@@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,382.395,1,6,1.6672,6.259637311
