,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
8659,active,CHEMBL3925462,Cc1c(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc2ccc(Cl)cn12,501.843,2.0,6.0,4.518220000000002,7.282329496997737
8660,active,CHEMBL3897411,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,512.357,2.0,6.0,4.2448000000000015,6.580044251510241
8661,active,CHEMBL3906250,NC1=N[C@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,471.8170000000002,2.0,6.0,4.996600000000001,7.244125144327508
8662,active,CHEMBL3977981,Cc1cc(Cl)cnc1C(=O)Nc1cnc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,445.80400000000014,2.0,6.0,3.7109200000000007,7.407823242604133
8663,active,CHEMBL2347187,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,439.34400000000005,2.0,6.0,3.1753800000000005,7.568636235841011
8664,active,CHEMBL3976045,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,444.81600000000014,2.0,5.0,4.315920000000001,7.84163750790475
8665,active,CHEMBL3954148,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(Cl)c1,473.78900000000016,2.0,6.0,3.8287800000000014,7.264401100301819
8666,active,CHEMBL3980894,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,459.37500000000017,2.0,7.0,3.0157200000000013,7.0
8667,active,CHEMBL3951561,COc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,478.8050000000002,2.0,6.0,3.965700000000002,7.168130225719497
8668,active,CHEMBL3929456,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,430.78900000000016,2.0,5.0,4.007500000000002,7.8696662315049934
8669,active,CHEMBL3929456,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,430.78900000000016,2.0,5.0,4.007500000000002,8.309803919971486
8670,active,CHEMBL3903880,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,422.34200000000016,2.0,7.0,2.62078,7.543633966870956
8671,active,CHEMBL3938934,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,421.354,2.0,5.0,3.9048900000000013,8.60205999132796
8672,active,CHEMBL3986646,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(Cl)c1,478.80500000000006,2.0,6.0,3.965700000000002,7.576754126063191
8673,active,CHEMBL3903960,N#Cc1cnc2c(Nc3ccc(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)ncc(F)c2c1,480.37200000000007,2.0,7.0,4.353980000000002,6.966576244513049
8674,active,CHEMBL3974975,Cc1cc(OCC2CC2)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,498.45200000000017,2.0,6.0,4.400920000000002,7.804100347590766
8675,active,CHEMBL3977392,COc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,469.3700000000002,2.0,7.0,3.1839800000000014,7.492144128304169
8676,active,CHEMBL3958580,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,493.23000000000013,2.0,5.0,4.066200000000002,7.754487332185849
8677,active,CHEMBL3958391,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,456.78700000000015,2.0,7.0,3.2741800000000003,7.454692883534175
8678,active,CHEMBL3958521,C[C@@]1(c2cc(Nc3ncc(F)c4cc(C#N)cnc34)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,463.3700000000002,2.0,8.0,3.79938,7.193141970481182
8679,active,CHEMBL3975091,NC1=N[C@](CF)(c2cc(Nc3ncnc4cc(Cl)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,472.8050000000002,2.0,7.0,4.391600000000001,7.197226274708023
8680,active,CHEMBL3943162,[C-]#[N+]c1cnc2c(Nc3ccc(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)ncnc2c1,463.37000000000006,2.0,7.0,4.288990000000002,6.71669877129645
8681,active,CHEMBL3957970,COc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,444.36000000000007,2.0,6.0,3.3123000000000005,7.705533773838407
8682,active,CHEMBL2347208,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,421.35400000000016,2.0,6.0,3.225780000000001,7.939302159646388
8683,active,CHEMBL3953251,C[C@@]1(c2cc(Nc3nccc4cc(Cl)cnc34)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,454.81500000000017,2.0,7.0,4.442000000000003,7.376750709602099
8684,active,CHEMBL3911117,C[C@@]1(c2cc(Nc3ncnc4cc(Cl)cnc34)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,455.80300000000017,2.0,8.0,3.8370000000000006,7.424812155072339
8685,active,CHEMBL3921965,Cc1cc(C#N)cnc1C(=O)Nc1cnc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,436.36900000000014,2.0,7.0,2.9292000000000007,7.638272163982406
8686,active,CHEMBL3915277,COc1cnc(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(Cl)c1,461.80300000000017,2.0,7.0,3.411100000000001,7.596879478824181
8687,active,CHEMBL3892989,C[C@@]1(c2cc(Nc3nccc4cc(C#N)cnc34)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,445.38000000000017,2.0,8.0,3.660280000000001,7.605548319173782
8688,active,CHEMBL3982006,C[C@@]1(c2cc(Nc3ncnc4cc(C#N)cnc34)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,446.36800000000017,2.0,9.0,3.05528,7.0400051616715835
8689,active,CHEMBL3949737,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,466.22200000000015,2.0,6.0,4.055900000000001,6.954677021213342
8690,active,CHEMBL3952727,Cc1cc(Cl)cnc1C(=S)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,478.87400000000014,2.0,5.0,4.8008200000000025,6.041436116778032
8691,active,CHEMBL3964122,Cc1c(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc2ccccn12,467.398,2.0,6.0,3.8648200000000013,6.051587034221399
8692,active,CHEMBL3966313,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,465.3290000000002,2.0,6.0,3.825800000000001,7.671620396561262
8693,active,CHEMBL3925020,C[C@@]1(c2nc(Nc3ncc(F)c4cc(C#N)cnc34)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,463.3700000000002,2.0,8.0,3.79938,6.416801226031377
8694,active,CHEMBL3917242,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,499.77400000000017,2.0,6.0,4.421300000000002,7.730487055782082
8695,active,CHEMBL3945149,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,456.78700000000015,2.0,7.0,3.2741800000000003,8.346787486224654
8696,active,CHEMBL3923494,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,432.32400000000007,2.0,5.0,3.442800000000002,6.974694134735229
8697,active,CHEMBL3981436,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,483.2240000000001,2.0,5.0,4.610500000000001,7.1857524042680785
8698,active,CHEMBL3961673,C[C@@]1(c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,431.77700000000016,2.0,6.0,3.4025000000000007,7.410050398674291
8699,active,CHEMBL3926112,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)n1,436.36900000000014,2.0,7.0,2.9292,8.31875876262441
8700,active,CHEMBL3937663,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,527.6750000000002,2.0,5.0,4.719600000000002,7.4236586497942065
8701,inactive,CHEMBL3923202,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](C)(c2cc(Br)cnc2F)C[C@@H](C(F)(F)F)O1,560.3420000000003,0.0,6.0,5.983100000000005,4.806875401645538
8702,min effect,CHEMBL3934911,N#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,396.319,1.0,5.0,3.5900800000000013,5.414539270491499
8703,min effect,CHEMBL3912456,COC(=O)c1ccnc(Oc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,445.34400000000016,1.0,7.0,3.630300000000001,5.448550002027124
8704,min effect,CHEMBL3983343,NC1=N[C@](CF)(c2cc(Oc3cnccn3)ccc2F)C[C@@H](C(F)(F)F)O1,388.29600000000016,1.0,6.0,3.2387000000000024,5.782516055786093
8705,min effect,CHEMBL3954714,NC1=N[C@](CF)(c2cc(Oc3cc(Br)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,466.2040000000002,1.0,5.0,4.606200000000001,5.735182176990463
8706,min effect,CHEMBL3954714,NC1=N[C@](CF)(c2cc(Oc3cc(Br)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,466.2040000000002,1.0,5.0,4.606200000000001,5.314258261397736
8707,active,CHEMBL3956399,NC1=N[C@](CF)(c2cc(Oc3ncccc3F)ccc2F)C[C@@H](C(F)(F)F)O1,405.29800000000006,1.0,5.0,3.982800000000002,6.531652669587842
8708,min effect,CHEMBL3912456,COC(=O)c1ccnc(Oc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,445.34400000000016,1.0,7.0,3.630300000000001,5.669586226650808
8709,min effect,CHEMBL3952065,NC1=N[C@](CF)(c2cc(Oc3ncc(Cl)cc3F)ccc2F)C[C@@H](C(F)(F)F)O1,439.74300000000017,1.0,5.0,4.636200000000001,5.586700235918748
8710,min effect,CHEMBL3915849,N#Cc1cccnc1Oc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,412.318,1.0,6.0,3.7153800000000015,5.442492798094341
8711,inactive,CHEMBL3985595,NC1=N[C@](CF)(c2cc(Oc3ncccn3)ccc2F)C[C@@H](C(F)(F)F)O1,388.29600000000016,1.0,6.0,3.2387000000000024,4.806875401645538
8712,min effect,CHEMBL3971100,CNC(=O)c1ccnc(Oc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,444.36000000000007,2.0,6.0,3.2033000000000014,5.485452247339714
8713,min effect,CHEMBL3960749,NC1=N[C@](CF)(c2cc(Oc3nccc(C(F)(F)F)c3F)ccc2F)C[C@@H](C(F)(F)F)O1,473.29500000000013,1.0,5.0,5.001600000000002,5.087246696328677
8714,min effect,CHEMBL3984503,NC1=N[C@](CF)(c2cc(Oc3ncccc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,421.75300000000016,1.0,5.0,4.497100000000001,5.823908740944319
8715,min effect,CHEMBL3986014,NC1=N[C@](CF)(c2cc(Oc3cccc(C(F)(F)F)n3)ccc2F)C[C@@H](C(F)(F)F)O1,455.30500000000006,1.0,5.0,4.862500000000002,5.341035157335565
8716,min effect,CHEMBL3952503,NC1=N[C@](CF)(c2cc(Oc3cc(Br)cc(Cl)n3)ccc2F)C[C@@H](C(F)(F)F)O1,500.64900000000017,1.0,5.0,5.2596000000000025,5.5376020021010435
8717,min effect,CHEMBL3955892,NC1=N[C@](CF)(c2cc(Oc3cc(C(F)(F)F)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,455.30500000000006,1.0,5.0,4.862500000000002,5.424812155072339
8718,min effect,CHEMBL2347208,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,421.35400000000016,2.0,6.0,3.225780000000001,5.549750891680638
8719,inactive,CHEMBL3909660,NC1=N[C@](CF)(c2cc(N)cnc2F)C[C@@H](C(F)(F)F)O1,310.22599999999994,2.0,5.0,1.6336,4.806875401645538
8720,active,CHEMBL3915000,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cnc2F)C[C@@H](C(F)(F)F)O1,449.76700000000005,2.0,6.0,3.352100000000002,6.378823718224964
8721,active,CHEMBL3923890,Cc1cc(C#N)cnc1C(=O)Nc1cnc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,454.35900000000015,2.0,7.0,2.8788000000000014,6.471083299722345
8722,active,CHEMBL3927936,N#Cc1ccc(C(=O)Nc2cnc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,440.33200000000005,2.0,7.0,2.57038,6.194499141841599
8723,active,CHEMBL3932837,COc1ccc(C(=O)Nc2cnc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,445.34800000000007,2.0,7.0,2.7073,6.231361898752385
8724,active,CHEMBL3901695,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C[C@@H](C(F)(F)F)O1,430.789,2.0,5.0,3.8180000000000014,6.8124792791635365
8725,active,CHEMBL3972761,N#Cc1ccc(C(=O)Nc2cccc([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,421.354,2.0,6.0,3.03628,7.173925197299173
8726,active,CHEMBL3905535,COc1ccc(C(=O)Nc2cccc([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,426.37000000000006,2.0,6.0,3.1732000000000005,7.259637310505756
8727,active,CHEMBL3909033,NC1=N[C@](CF)(c2cccc(Nc3nccc4cc(Cl)cnc34)c2)C[C@@H](C(F)(F)F)O1,453.82700000000017,2.0,6.0,4.857500000000002,6.924453038607469
8728,active,CHEMBL3900111,COc1ncc(NC(=O)c2ccc(Cl)cn2)cc1[C@]1(C)C[C@@H](C(F)(F)F)OC(N)=N1,443.81300000000016,2.0,7.0,3.272,6.924453038607469
8729,active,CHEMBL3898875,[C-]#[N+]c1ccc(C(=O)Nc2cc([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c(=O)n(C)c2)nc1,434.37800000000016,2.0,7.0,2.46449,7.67778070526608
8730,active,CHEMBL3928092,Cn1cc(NC(=O)c2ccc(Cl)cn2)cc([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1=O,443.81300000000016,2.0,7.0,2.567099999999999,7.896196279044042
8731,active,CHEMBL3923394,[C-]#[N+]c1cnc(C(=O)Nc2cc([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c(=O)n(C)c2)c(C)c1,448.40500000000014,2.0,7.0,2.7729100000000013,7.995678626217357
8732,active,CHEMBL3942282,COc1cnc2c(Nc3ccc(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2c1,467.39800000000014,2.0,7.0,4.351800000000002,6.787812395596042
8733,active,CHEMBL3966600,COc1cnc2c(Nc3ccc(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)ncnc2c1,468.38600000000014,2.0,8.0,3.746800000000001,7.0181813928293355
8734,active,CHEMBL3902829,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)n1,477.3650000000002,2.0,7.0,3.6589199999999997,7.530177984021836
8735,active,CHEMBL3930808,C[C@@]1(c2nc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,510.6730000000002,2.0,6.0,4.165000000000002,7.6595558851598815
8736,active,CHEMBL3908288,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)n2)cn1,452.36800000000017,2.0,8.0,2.1561000000000003,8.075720713938118
8737,active,CHEMBL3912808,C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,450.39200000000017,2.0,6.0,3.3661000000000003,8.031517051446064
8738,min effect,CHEMBL3943888,NC1=N[C@](CF)(c2cc(-c3nc4ccc(Cl)cc4o3)ccc2F)C[C@@H](C(F)(F)F)O1,445.77500000000015,1.0,5.0,5.118000000000002,5.551293680094919
8739,min effect,CHEMBL3906965,CC#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,409.358,1.0,4.0,4.089800000000002,5.903089986991943
8740,inactive,CHEMBL3971064,C[Si](C)(C)C#Cc1ccc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,467.51400000000007,1.0,4.0,4.947300000000005,4.806875401645538
8741,inactive,CHEMBL3948514,C#Cc1ccc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,395.33099999999996,1.0,4.0,3.6997000000000018,4.806875401645538
8742,inactive,CHEMBL3911790,CC#Cc1ccc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,409.358,1.0,4.0,4.089800000000003,4.806875401645538
8743,inactive,CHEMBL3952357,NC1=N[C@](CF)(c2cc(-c3ncc4cc(F)ccc4n3)ccc2F)C[C@@H](C(F)(F)F)O1,440.34700000000015,1.0,5.0,4.405700000000002,4.806875401645538
8744,inactive,CHEMBL3934218,NC1=N[C@](CF)(c2cc(-c3ccc4cc(F)ccc4n3)ccc2F)C[C@@H](C(F)(F)F)O1,439.35900000000015,1.0,4.0,5.010700000000002,4.806875401645538
8745,inactive,CHEMBL3899615,NC1=N[C@](CF)(c2cc(-c3ccc4ccc(F)cc4n3)ccc2F)C[C@@H](C(F)(F)F)O1,439.35900000000015,1.0,4.0,5.010700000000002,4.806875401645538
8746,min effect,CHEMBL3944240,C[C@@]1(c2cc(Nc3nc4ccc(Cl)cc4o3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,442.8000000000001,2.0,6.0,5.2450000000000045,5.521433504406156
8747,inactive,CHEMBL3924137,NC1=N[C@](CF)(c2cc(-c3cncc(-c4nnco4)c3)ccc2F)C[C@@H](C(F)(F)F)O1,439.34400000000016,1.0,7.0,3.7684000000000015,4.806875401645538
8748,min effect,CHEMBL3905256,C[C@@]1(c2cc(Nc3nc4cc(Cl)ccc4o3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,442.8000000000001,2.0,6.0,5.2450000000000045,5.5406075122407685
8749,active,CHEMBL3985831,NC1=N[C@](CF)(c2cc(Nc3ncccc3F)ccc2F)C[C@@H](C(F)(F)F)O1,404.31400000000014,2.0,5.0,3.9341000000000017,6.120330794367946
8750,active,CHEMBL3969182,COc1cccnc1Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,416.35000000000014,2.0,6.0,3.803600000000001,6.913640169325251
8751,min effect,CHEMBL3894342,NC1=N[C@](CF)(c2cc(Nc3cc(Cl)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,420.76900000000006,2.0,5.0,4.448400000000001,5.235077015350111
8752,min effect,CHEMBL3979965,NC1=N[C@](CF)(c2cc(Nc3ccnc(Br)c3)ccc2F)C[C@@H](C(F)(F)F)O1,465.22000000000014,2.0,5.0,4.557500000000002,5.362510270487489
8753,min effect,CHEMBL3906242,NC1=N[C@](CF)(c2cc(Nc3cc(-c4ccccc4)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,462.42200000000014,2.0,5.0,5.462000000000002,5.500312917381596
8754,min effect,CHEMBL3968046,CCCCOC(=O)C[C@](C)(N[S@+]([O-])C(C)(C)C)c1cc(Br)ccc1F,436.38700000000006,1.0,4.0,4.588600000000004,5.486782399932061
8755,min effect,CHEMBL3986682,NC1=N[C@](CF)(c2cc(Oc3ccccn3)ccc2F)C[C@@H](C(F)(F)F)O1,387.30800000000016,1.0,5.0,3.843700000000002,5.675717544702307
8756,min effect,CHEMBL3972722,N#Cc1cc(Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)ccn1,411.334,2.0,6.0,3.666680000000001,5.154901959985742
8757,active,CHEMBL3939817,C[C@@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,470.76100000000014,2.0,7.0,3.5991000000000013,8.0
8758,active,CHEMBL3891585,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)C[C@@H](C(F)(F)F)O1,466.76900000000006,2.0,5.0,4.096200000000001,7.376750709602099
8759,active,CHEMBL3960610,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,469.3700000000002,2.0,7.0,2.7107,8.292429823902063
8760,active,CHEMBL3900583,NC1=N[C@](CF)(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,487.76300000000015,2.0,6.0,4.1537000000000015,7.619788758288393
8761,active,CHEMBL3975793,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,478.42100000000016,2.0,5.0,4.065200000000004,6.707743928643524
8762,active,CHEMBL3974975,Cc1cc(OCC2CC2)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,498.45200000000017,2.0,6.0,4.400920000000002,6.312471038785365
8763,active,CHEMBL3966080,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,527.3720000000002,2.0,7.0,3.948220000000002,6.488116639021125
8764,active,CHEMBL3893892,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,483.39700000000016,2.0,7.0,3.1008000000000004,8.494850021680092
8765,active,CHEMBL3924932,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,498.78600000000006,2.0,5.0,4.894700000000001,6.978810700930062
8766,active,CHEMBL3964525,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,464.34100000000007,2.0,5.0,4.241300000000002,7.05551732784983
8767,active,CHEMBL3930384,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,494.36700000000025,2.0,6.0,4.213520000000002,7.292429823902062
8768,active,CHEMBL3961329,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,516.7760000000002,2.0,5.0,4.975900000000002,7.05551732784983
8769,active,CHEMBL3951015,NC1=N[C@](CF)(c2cc(Nc3nccc4nc(C(F)(F)F)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,506.35700000000014,2.0,7.0,4.7570000000000014,6.4736607226101555
8770,active,CHEMBL3940322,NC1=N[C@](CF)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,489.8070000000001,2.0,6.0,5.135700000000002,6.258060922270801
8771,min effect,CHEMBL3946502,NC1=N[C@](CF)(c2cc(Nc3ncc(F)c4cc(C#CC5CC5)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,519.4490000000002,2.0,6.0,5.243800000000003,5.63264407897398
8772,min effect,CHEMBL3970713,NC1=N[C@](CF)(c2cc(Nc3nccc4cc(C#CC5CC5)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,501.4590000000002,2.0,6.0,5.104700000000003,5.991399828238082
8773,inactive,CHEMBL3908807,NC1=N[C@](CF)(c2cc(Nc3nccc4cn(C(F)F)nc34)ccc2F)C[C@@H](C(F)(F)F)O1,476.35600000000017,2.0,7.0,4.539800000000001,4.97469413473523
8774,active,CHEMBL3968912,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(OCc4ncco4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,512.3950000000002,2.0,9.0,3.2657000000000025,7.721246399047171
8775,inactive,CHEMBL3964372,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,469.3700000000002,2.0,7.0,2.9002,4.806875401645538
8776,inactive,CHEMBL3962299,NC1=N[C@](CF)(c2cc(C(=O)NC3CC3)ccc2F)C[C@@H](C(F)(F)F)O1,377.3130000000001,2.0,4.0,2.5486000000000004,4.806875401645538
8777,active,CHEMBL3926622,NC1=N[C@](CF)(c2cc(Nc3ncnc4sc(C(F)F)nc34)ccc2F)C[C@@H](C(F)(F)F)O1,494.39600000000013,2.0,8.0,4.737300000000001,6.2958494831602
8778,min effect,CHEMBL3908739,COC1CCN(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)CC1,432.4180000000002,2.0,5.0,3.3495000000000017,5.681936665037238
8779,min effect,CHEMBL3951840,C#CCOC1CCN(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)CC1,456.44000000000017,2.0,5.0,3.3529000000000018,5.943095148663527
8780,active,CHEMBL3969211,C[C@@]1(c2cc(NC(=O)N3CCc4ccccc4C3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,450.43600000000015,2.0,4.0,4.2970000000000015,6.163043262940449
8781,active,CHEMBL3897736,C[C@@]1(c2cc(NC(=O)N3CCC(C(F)F)CC3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,452.39900000000006,2.0,4.0,4.2158000000000015,6.083019952679617
8782,active,CHEMBL3961630,C[C@@]1(c2cc(NC(=O)N3CC=CCC3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,400.37600000000015,2.0,4.0,3.5006000000000013,6.041914151478914
